Requirement,Specific_Type
The Disputes application shall ensure that only authorized users are allowed to logon to the application.,SE
All authorized users once authenticated must be able to logon to the Disputes System,SE
The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user's access level. The report will be reviewed for auditing purposes.,SE
All additions of new users and modifications to user's access shall be recorded on the User Report.,SE
If a user account is revoked it can only be re-instantiated by the System Administrator.,SE
Only the System Administrator shall be able to reset a revoked user logon account,SE
The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,SE
All updates to data files or database must be initiated from the Disputes System.,SE
The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.,L
All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.,L
The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.,L
The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.,O
The product's Look and Feel shall be able to incorporate aspects of the customer's organization such as logo branding and identity,LF
The response shall be fast enough to avoid interrupting the user's flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.,PE
The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product's software code.,MN
Every registered user will have access to the product's support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,US
The customer shall be able to easily integrate new building maps with the product throughout the product's lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.,MN
The product shall be translated into foreign languages other than the target market countries' languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market's language.,US
The product shall ensure that the database's data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.,SE
The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems' data shall remain 100% uncorrupted each time malicious data is input into the product.,SE
The product shall be able to display calendar dates and times according to the user's locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,US
"System shall let customers register on the website as a ""pay as you go"" user in under 5 minutes.",PE
"System shall let customers register on the website as a ""unlimited movie subscriber"" user in under 10 minutes.",PE
The product shall retain the customer's buying preferences and information.,US
When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user's connection.),PE
While streaming a movie buffering should only occur if there is latency in the user's connection.,PE
We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.,O
The system shall reveal private information only in compliance with the organization's information policy.,SE
"System shall allow users to update their billing and contact information via the ""My Account"" section of the website.",FR
The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player's ships which had not been previously marked as sunk.,FR
The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,A
The system must be available for use between 7:00AM and 11:59PM all days of the year.,A
The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE
The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,A
The interface must summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,LF
Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report),US
The WCS system shall be available at all times as long as IBM's internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM's internal intranet W3 is available.,A
The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user's computer.,SE
Each team owner will need to use a username and password in order to be authenticated to reach the team owner's page,SE
"Users shall be able to reach the ""add"" ""drop"" and ""trade player"" pages with one click from the team owner's page.",US
98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB.,O
98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,O
The system shall operate on Unix and Windows operating systems.,PO
The system shall be evoked by typing “pine” into a command or shell prompt.,O
The system shall use the SMTP mail protocol.,O
The system shall support the ability to perform a send and receive operation.,FR
The system shall support the ability to perform a send only operation.,FR
The system shall support the ability to perform a receive only operation.,FR
The system shall use a text-based interface to display a listing of available mail.,LF
The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.,US
The system shall display and embed in each message a date/timestamp of when the message was sent.,FR
The system shall allow a text search that users may use to find mail messages.,FR
The system search feature should support the use of regular expressions in search.,FR
The system shall provide an option to withdraw money.,FR
The system shall query the user for the amount of money.,FR
The system shall query the user for the account type.,FR
The system shall validate the amount is available in the user’s account before releasing funds to the user.,FR
The system shall validate the amount is a multiple of $20.,FR
The system shall debit the user’s account upon withdrawal of funds.,FR
The system shall be able to issue a specific amount of money to the user.,FR
The meeting scheduler system shall be able to select a participant as an important participant.,FR
The meeting scheduler system shall cancel a meeting due to canceling of an important participant.,FR
The meeting scheduler system shall reschedule a meeting to support conflict resolutions.,FR
The meeting scheduler shall be accessed from the Web.,O
The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.,FR
The meeting scheduler system may provide the “meeting initiator” a summary of the scan of “potential meeting participants” showing available “time slots” and schedule conflicts as a means of informing the “meeting initiator” of the overall results of the system.,FR
The meeting scheduler system may be able to include an agenda for a meeting proposal.,FR
The meeting scheduler system may suggest a “virtual meeting” for available “time slots” if no location is available or feasible for the meeting.,FR
The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.,FR
A meeting scheduler system will temporarily reserve the “time slots” for the proposed meeting.,FR
A meeting scheduler system will inform the “potential meeting participant” of the meeting.,FR
The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.,US
The system must be quickly accessible by both managers and chefs.,US
The system must be intuitive and simple in the way it displays all relevant data and relationships.,US
The menus of the system must be easily navigable by the users with buttons that are easy to understand.,US
All the functions of the system must be available to the user every time the system is turned on.,A
The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.,L
The client should agree to EULA before using our software.,L
All Web pages generated by the system shall be fully downloadable in no more than 10 seconds over a 40KBps modem connection.,PE
Responses to queries shall take no longer than 7 seconds to load onto the screen after the user submits the query.,PE
The system shall display confirmation messages to users within 4 seconds after the user submits information to the system.,PE
All network transactions that involve financial information or personally identifiable information shall be encrypted.,SE
Users shall be required to log in to the Cafeteria Ordering System for all operations except viewing a menu.,FR
Patrons shall log in according to the restricted computer system access policy.,SE
The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.,FR
Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.,SE
Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.,A
System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.,SE
The online registration system is “self-service style” system that shall initially address the student registration needs.,FR
All data entry forms for the application should match their Microsoft Excel hardcopy counterparts as closely as possible. Hardcopies of these forms were provided to the design team during the second requirements interview.,O
95% of users will not need to read the user manual to be able to use the application.,US
Changes made to the Manage My ID website can be adopted without altering the iOS application.,MN
The application should be connected to the Internet.,A
The application should be connected to the GPS device.,A
The application should be easy to extend. The code should be written in a way that it favors implementation of new functions.,MN
Test environments should be built for the application to allow testing of the applications different functions.,MN
The application should be portable with iOS and Android.,PO
The system shall show a tabbed display (or equivalent functionality) with the campus map on one tab and info on the most recently announced building on the other.,LF
The system shall allow the user to scroll the campus map from the campus map tab.,US
The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.,LF
The campus map shall have a pause/resume button. The pause and resume button will allow the user to scroll and select other buildings without being interrupted by the automatic search and announce feature.,LF
The system shall provide a way to return to the startup screen.,US
It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.,FR
The system should maintain correct schedules of labs and the documentation of all the lab equipment.,FR
The system should use the company colors and logos.,LF
The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).,FT
The system shall be able to display a menu at all times to facilitate manual order taking should the need arise.,LF
The system shall utilise periodic 30-second keep-alive messages between tablets and the server to monitor tablet operational status.,O
The system shall flag tablets that fail to send timely keep-alive messages as non-operational and disassociate the assigned waiter from the tablet.,FT
A waiter password used for tablet login must have a bit-strength of at least 64 bits.,SE
A waiter password used for tablet login must be changed every three months.,SE
A waiter shall only be able to log into one tablet at any given instance of time.,SE
A waiter that attempts to log into a second tablet while already logged into another tablet shall be rejected and notified through both tablets.,SE
A display shall not require a user to log in.,SE
A surface computer shall not require a user to log in.,SE
A tablet shall require a user to log in using a username and password.,SE
The system will fully function in major browsers.,PO
The system will support mobile users in some way.,PO
Responses to view information shall take no longer than 5 seconds to appear on the screen.,PE
The system shall accommodate large data items without fault.,FT
System will use secured database.,SE
Unauthorised users can only read data without modifying anything.,SE
ABS shall handle all expected and unexpected errors in ways that prevent loss in information and long downtime period.,FT
Authenticate and Login user to the web app.,FR
Enable new users to register to the tech support system.,FR
Enable a registered user to change his password if he forgets his password.,FR
Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.,FR
Enable a user to view questions and their corresponding answers.,FR
Enable a logged in user to ask questions.,FR
Enable a logged in user to post answers.,FR
Enable a logged in user to up vote and down vote answers.,FR
Provide an interface for the admin to approve posts so that posts are not visible without admin approval.,FR
Enable the admin to generate reports which contains all the posts and their corresponding replies.,FR
Information transmission should be securely transmitted to server without any changes in information.,SE
Be intuitive even to first time users,LF
Flea Market system will interface with the web server and RDBMS software using APIs provided by the implementation language,O
All transactions at the Flea Market require a valid user ID and password.,SE
Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.,SE
The IP addresses where the transaction was made from will be logged.,SE
User passwords will be stored in the database in an encrypted format.,SE
Most of the system functions will be controlled using the administrative interface.,FR
Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.,MN
Information recorded must include an optional field for context.,FR
Information should be tagged according to who is entering the data.,FR
It must be able to download the most recent medical record.,FR
It must store the most recent copy of information in its application data folder.,FR
It must only update the parts that have changed when connecting to the server.,O
It must be able to change and update information on the server.,O
The application must log the user out when it is exited.,SE
A correct combination of username and password is required for a user to login.,SE
It should give a drill-down view of all data in the medical record after logging in.,LF
The user must be able to set an option to hide information based on who has tagged it.,FR
The user must be able to add photos from his/her photo library to his/her medical record.,FR
It must allow a user to login.,FR
It must allow a user to logout.,FR
All information must be viewable on the website.,FR
All information must be updatable on the website.,FR
It must allow a user to download a backup of their medical information.,FR
Logout must be automatic after 1 hour of inactivity.,SE
Full data backups must be created daily.,SE
A user must be logged on to be able to view or edit any medical information.,FR
Each account must securely store all of its data.,SE
Each account must have a separate identifying account number.,FR
The system shall allow user to choose filling that they want.,FR
The system shall allow user to choose their preferable topping.,FR
The system shall allow user to decorate their doughnut.,FR
The system shall give the user an opportunity for the user to choose the selection of doughnut provided.,FR
The system should take the customer name.,FR
The system should keep the customer contact number.,FR
The system should keep the customer email.,FR
The system should ask the user to key in the pickup date.,FR
The system should require the user to state time when should the doughnut be delivered.,FR
The system should have to keep the location where the doughnut will be send.,O
The website is available whenever the users want to use it.,A
The system use SSL (secured socket layer) in all transactions that include any confidential customer information.,SE
The system must automatically log out all customers after a period of inactivity.,SE
The system should not leave any cookies on the customer’s computer containing the user’s password.,SE
Sensitive data will be encrypted before being sent over insecure connections like the internet.,SE
The system provides storage of all databases on redundant computers with automatic switchover.,O
The reliability of the overall program depends on the reliability of the separate components. The main pillar of reliability of the system is the backup of the database which is continuously maintained and updated to reflect the most recent changes.,FT
An end-user may use this system on any OS; either it is Windows or Linux.,PO
The logo and the current basic design of registration system should be displayed. The system should be attractive according to the clients. The design and the color should make users feel comfortable when using the system instead of flashing useless colors on the screen. The design should also reflect the seriousness of the environment.,LF
The system should be able to manage all the information incoming from the database and the catalogue.,O
The product is Web based therefore it will be used in any environment that allows Web access.,PO
For the system to successfully operate the registration system should be integrated with other IT services and the portal.,O
The system should need to be entirely self-supporting since the users would be using it only to register courses.,US
The Web interface should be compatible with standards in order to be usable via all major Web browsers in a wide variety of environments.,PO
Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The and the service man can have access to every part of the system. All these accesses (except the “guest tour” access) require identification through ID and password.,SE
The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.,SE
The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.,FT
The system shall be available 99.5% of the time.,A
The software system needs a robust security mechanism in place so that unauthorized users are not allowed access to parts of the system.,SE
Each user shall either be trusted or not trusted.,SE
All source code and development related documents shall be controlled under a version control system.,MN
All source code shall adhere to an agreed upon and well-defined set of coding standards for each development language used.,MN
Since the software must run on several popular hardware platforms and the goal is to achieve a reasonable level of platform independence.,PO
High level of performance requires high speed network and high level of connectivity.,PE
The available server must be reliable and the network connectivity in the supermarket should be proper for smooth flow of all operations and data.,O
Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.,SE
The software is available for use from the supermarket opening time to the closing time.,A
The system shall accommodate high number of items and users without any fault.,FT
System use shall not cause any harm to human users.,SE
Normal users can just read information but they cannot edit or modify anything except their personal and some other information.,SE
System will have different types of users and every user has access constraints.,SE
Control the database and keep track of all records of customers and employee details.,FR
Contact with the vendors and give permission to sell their product under the site after testing the product’s quality.,FR
View the details of all employees and control the whole site.,FR
Customers must have a valid login id to enter into the site.,SE
New users can sign up by creating new ID.,FR
Can view all available products and can compare them and make a choice for purchasing products.,FR
Can purchase any product through valid credit card.,FR
Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.,FR
Customer must logout of the site after purchasing products.,FR
Can only visit the site without registration.,FR
Vendors must take permission from the Administrator for selling their products under the site. Administrator will test product’s quality according to its market price to permit vendor for selling purpose.,FR
Can consult with the Administrator regarding product’s quality and advertisements.,FR
View the personal details of the customer.,FR
Responsible for properly allocating the selected product according to the customer’s choice and delivering product to the customer.,FR
Keep track of each product item’s stocks for selling purpose.,FR
Responsible for informing administrator when any product item’s stock goes under the minimum level.,FR
Taking permission from the Administrator for the product to be purchased from vendor.,FR
Responsible for managing stocks of each product items.,FR
Keep track of all the payment transactions made by the customers and update the payment information.,FR
Responsible for contacting the banks for the validation of the a/c number provided by the customer while purchasing and make the transaction from the given a/c.,FR
Consult with the Administrator about the payment details of the customers for the updating of the database.,FR
Provide feasible solutions to the customers on their complaints and queries.,FR
The system is expected to have reasonable short time response. The voter should be able to login and should be able to get response for his requests in 2-3 seconds.,PE
The data transaction between client and server must be encrypted using SSL technology.,SE
All the passwords that are generated or accepted must be stored in database in an encrypted form.,SE
To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.,SE
The system should warn ECA users about the malfunction of the system.,FT
The system should be simple to use,LF
The physician/pharmacist must have a valid user login to access the system.,FR
A failed login will alert the physician/pharmacist.,FR
A list of available patients is displayed after login.,FR
An error message alerts when an invalid patient is entered.,FR
Backspace/reset capability is implemented for typing errors.,FR
Selected or specified patient’s information is loaded.,FR
Return to List is available if the patient loaded is not correct.,FR
Navigation to each selected tab.,FR
The font will be larger enough for easy reading.,FR
Icons will clearly illustrate the feature it represents.,FR
Basic Patient information is showed first.,FR
Customized information is displayed.,FR
Each entry is shown in full.,FR
The text and time/date of a note that has been entered is displayed starting with most recent.,FR
New and Delete buttons will allow the physician/pharmacist to add a notation to the patient’s file.,FR
A description and time/date of each prescription that has been ordered or given is displayed starting with most recent.,FR
All users of the system shall login using some form of unique identification.,SE
All login attempts shall be done so in a secure manner.,SE
The system shall be compatible with the Microsoft Windows Operating System.,O
The system shall allow the administrator to remove equipment.,FR
The system shall allow the administrator to install additional distributed location templates.,FR
The system shall allow the administrator to remove physical locations.,FR
The system shall allow administrators to define negotiation rules for the organization.,FR
The system shall give the mediator privileges to schedule location and equipment resources.,FR
The system shall allow the mediator to negotiate a meeting date.,FR
The system shall allow the mediator to solve a date conflict.,FR
The system shall allow the mediator to negotiate a location / equipment.,FR
The system shall allow the mediator to solve a location conflict.,FR
The system shall allow the mediator to send and receive messages from users.,FR
The system shall allow the initiator to view the information of any meetings which they initiated.,FR
The system shall allow the initiator to cancel any meetings which they initiated.,FR
The system shall allow the initiator to send and receive messages from users.,FR
The system shall authenticate users at the beginning each session.,FR
The system shall allow the user to view their schedule.,FR
The system shall notify the user of any schedule changes.,FR
The system shall allow users to send and receive messages.,FR
The system shall request a user response to initiator or mediator messages.,FR
The system shall allow the user to modify the date preference set of an already submitted meeting response.,FR
The system shall allow the user to modify the location preference set of an already submitted meeting response.,FR
The system shall allow the user to modify the equipment requirement set of an already submitted meeting response.,FR
The system shall allow the user to modify the date exclusion set of an already submitted meeting response.,FR
The system shall allow the user to change the password.,FR
The system shall allow the user to view past attended meetings.,FR
The system shall allow the user to view pending meetings.,FR
The system shall show the meetings to the user in ascending time order by default.,FR
The system shall allow users to view equipment information.,FR
The system shall allow users to view other users’ information.,FR
The system shall allow user to specify custom meeting locations.,FR
The system shall allow users to view location information.,FR
The system shall allow users to search for available distributed location templates(if any).,FR
The system shall allow users to view information concerning the available distributed location templates(if any).,FR
The web application shall add no more than 5 seconds of perceivable overhead time to any necessary web and database transaction time.,PE
The system shall utilize HTTPS communication to ensure data confidentiality.,SE
User authentication and privileges are defined outside the scope of the sytem by the Microsoft Active Directroy Server.,SE
Personal information security is defined outside the scope of the SDMS by the database server.,SE
Users shall be required to log into the system for all operations except the operations on the login page.,SE
The system shall run on Windows Server 2003.,PO
The system shall be compatible with IIS6.0 and above or Apache 2.0 and above.,PO
The system shall display all the products that can be configured.,FR
The system shall allow user to select the product to configure.,FR
The system shall display all the available components of the product to configure.,FR
The system shall enable user to add one or more component to the configuration.,FR
The system shall notify the user about any conflict in the current configuration.,FR
The system shall allow user to confirm the completion of current configuration.,FR
The system shall display detailed information of the selected products.,FR
The system shall provide browsing options to see product details.,FR
The system shall display detailed product categorization to the user.,FR
The system shall enable user to enter the search text on the screen.,FR
The system shall enable user to select multiple options on the screen to search.,FR
The system shall display all the matching products based on the search.,FR
The system shall display only 10 matching result on the current screen.,FR
The system shall enable user to navigate between the search results.,FR
The system shall notify the user when no matching product is found on the search.,FR
The system shall allow user to create profile and set his credential.,FR
The system shall authenticate user credentials to view the profile.,FR
The system shall allow user to update the profile information.,FR
The system shall display both the active and completed order history in the customer profile.,FR
The system shall allow user to select the order from the order history.,FR
The system shall display the detailed information about the selected order.,FR
The system shall display the most frequently searched items by the user in the profile.,FR
The system shall allow user to register for newsletters and surveys in the profile.,FR
The system shall allow user to select the support type he wants.,FR
The system shall allow user to enter the customer and product information for the support.,FR
The system shall display the customer support contact numbers on the screen.,FR
The system shall allow user to enter the contact number for support personnel to call.,FR
The system shall display the online help upon request.,FR
The system shall display the FAQ’s upon request.,FR
The system shall maintain customer email information as a required part of customer profile.,FR
The system shall send an order confirmation to the user through email.,FR
The system shall display detailed invoice for current order once it is confirmed.,FR
The system shall optionally allow user to print the invoice.,FR
The system shall provide shopping cart during online purchase.,FR
The system shall allow user to add/remove products in the shopping cart.,FR
The system shall display different shipping options provided by shipping department.,FR
The system shall enable user to select the shipping method during payment process.,FR
The system shall display the shipping charges.,FR
The system shall display tentative duration for shipping.,FR
The system shall allow user to enter the order information for tracking.,FR
The system shall display the current tracking information about the order.,FR
The system shall calculate tax for the order.,FR
The system shall display tax information for the order.,FR
The system shall display available payment methods for payment.,FR
The system shall allow user to select the payment method for order.,FR
The system shall display the orders that are eligible to change.,FR
The system shall allow user to select the order to be changed.,FR
The system shall allow user to cancel the order.,FR
The system shall notify the user about any changes made to the order.,FR
The system shall enable the user to enter their reviews and ratings.,FR
The system shall display all the available financing options.,FR
The system shall allow user to select the financing option.,FR
The system shall notify the use about the financing request.,FR
The system shall allow user to view detailed sitemap.,FR
The system shall display all the available promotions to the user.,FR
The system shall allow user to select available promotion.,FR
The system shall allow user to confirm the purchase.,FR
The system shall enable user to enter the payment information.,FR
The system shall provide a uniform look and feel between all the web pages.,LF
The system shall provide a digital image for each product in the product catalog.,US
The system shall provide use of icons and toolbars.,US
The system shall provide handicap access.,US
The system shall provide multi language support.,US
The system shall provide a contractual agreement with an internet service provider for T3 access with 99.9999% availability.,A
The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.,A
The product shall be based on web and has to be run from a web server.,O
The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.,PE
The performance shall depend upon hardware components of the client/customer.,PE
The system shall use secure sockets in all transactions that include any confidential customer information.,SE
The system shall automatically log out all customers after a period of inactivity.,SE
The system shall allow the user to register for an account from any page in the system.,FR
The system will use a single password per user to login to the E-Store System.,SE
The system shall use secure socket layer (SSL) technology to ensure all payments made online and user logins are secure.,SE
Any page of the application should not take more than 6 seconds to load on a DSL broadband connection.,PE
The system may be throttled or slowed down on heavy loads to ensure service for everybody. By throttling is meant that certain functionality may be unavailable during heavy server load.,PE
The application should be able to support 100 concurrent users without any performance degradation.,PE
The system should be able to scale up to 500 concurrent users (if there is a need in the future) by installing additional hardware components.,SC
The MTBF (if any) should not be less than 2 months.,A
A secure server will be required to ensure confidentiality of customer’s credit card and other details.,SE
The user interface of the system should be very user friendly.,US
It should not take more than 120 seconds for a new user to register for an account.,US
It should not take more than 90 seconds for a registered user to place an order.,US
The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.,MN
The system should be portable to various operating environments.,PO
Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,FR
The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout,US
The system shall support up to 10000 simultaneous users against the central database at any given time and up to 5000 simultaneous users against the local servers at any one time. The performance of the website must be optimal incase of huge loads and hence appropriate load balancing must be done to achieve this. There can be any number of mirror servers readily available in case of huge loads without the user getting any delay.,PE
The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,SE
The System must allow the user to limit access to cases to specified users or user groups.,SE
The system should provide for role-based control for the functionality within the system.,SE
The System must allow a user to be a member of more than one group.,SE
The System must allow only admin-users to set up user profiles and allocate users to groups.,SE
The System should allow a user to stipulate which other users or groups can access cases.,SE
"The System must allow changes to security attributes for groups or users (such as access rights, security level, privileges, password allocation and management) to be made only by super-user.",SE
"If a user requests access to, or searches for, a case which he does not have the right to access, the System must provide one of the following responses (selectable at configuration time): display title and metadata; display the existence of a case but not its title or other metadata; do not display any case information or indicate its existence in any way, these options are presented in order of increasing security, note that the requirement in the third option (i.e. the most stringent) implies that the System must not include such cases in any count of search results; this level of security is normally appropriate for cases dealing with matters such as national security.",SE
These options are presented in order of increasing security. Note that the requirement in the third option (i.e. the most stringent) implies that the System must not include such cases in any count of search results; this level of security is normally appropriate for cases dealing with matters such as national security.,SE
"If a user performs a quick or advanced search, the System must never include in the search result list any record which the user does not have the right to access.",SE
"If the System allows users to make unauthorised attempts to access cases, it must log these in the audit trail.",SE
"Any access to cases, and all other activities involving the cases and related documents or data should also need to be stored in the audit trail to ensure legal admissibility and to assist in data recovery.",SE
Appropriate content presentation also plays a key role in accessibility.,SE
The system shall validate credit cards against fraud.,SE
The system shall encrypt all sensitive information via https.,SE
The system shall encrypt all customer data in database.,SE
The system shall auto detect IP DOS attacks and block IP automatically.,SE
The system shall detect consecutive failed login attempts.,SE
The system shall be protected by open source firewall called Firestarter. http://www.fs-security.com/,SE
Any administrative level user can delegate another user to execute some or all his authorized actions.,SE
"As the data being exchanged between machines does not contain any private information and is not capable of undermining the system integrity of the computers connected to the MultiMahjongServer, encryption and protection of data are not needed.",SE
Sockets maintain the buffers between the underlying packet based communication primitives that directly access the network elements and the message based.,SE
Remote monitoring and operation of devices requires strict security measures for several rea- sons.,SE
"To protect the data from being stolen, corrupted, and intentionally falsified, to protect the device from unauthorised use or to preserve the privacy of monitoring data.",SE
"To enforce these security requirements the following functionality is needed: Authentication, Data Integrity and Data Confidentiality.",SE
Server authentication shall ensure the client application that it is truly operating on the in- tended site.,SE
Client authentication ensures that an authorised client/operator is operating the equipment.,SE
The rights for each user to operate functions and to see data on different levels in the object hierarchy might be necessary to set.,SE
In that way all users can have relevant access to the sys- tem and get updated information from the wind power plants.,SE
"Non-corruption of data transferred is necessary, i.e. the ability of a communication system to deliver data from its originator to its destination with an acceptable residual error rate.",SE
This prevents both malicious and false operation.,SE
"Data items transferred might need to be encrypted to prevent both malicious and false opera- tion, as well as eavesdropping.",SE
The APAF system web server shall be password protected where appropriate to allow only pertinent ASPERA-3 team members access.,SE
The user shall not be required to log in or authenticate his/her identity when using the system.,SE
"The NPAC will accept only authorized NPAC customers through interface connections, and among NPAC customers, the NPAC will make appropriate limitations on their actions (for example, letting only old or new Service Providers view a pending record). The NPAC will only accept authorized customer user IDs. However, the NPAC will make no distinction among an NPAC customer's employees; the NPAC customer and their systems must control individual NPAC customer employee actions.",SE
"A user identification is a unique, auditable representation of the user's identity within the system. The NPAC SMS requires all system users, both individuals and remote machines, to be uniquely identified to support individual accountability over the NPAC Administrative and NPAC SOA Low-tech Interfaces.",SE
NPAC SMS shall require unique user identification codes (userids) to identify all NPAC and Service Provider personnel.,SE
NPAC SMS shall require NPAC and Service Provider personnel to identify themselves with their assigned userId before performing any actions.,SE
NPAC SMS shall maintain internally the identity of all NPAC and Service Provider personnel logged on to the NPAC SMS.,SE
NPAC SMS shall have for every process running an associated userId of the invoking user (or the userId associated with the invoking process).,SE
NPAC SMS shall disable userids after a period of time during which the userId has not been used.,SE
NPAC SMS shall provide an Unused Userid Disable Period tunable parameter which is defined as the number of days for which the userId has not been used.,SE
NPAC SMS shall allow the NPAC SMS administrator to modify the Unused Userid Disable Period tunable parameter time period.,SE
NPAC SMS shall default the Unused Userid Disable Period tunable parameter to 60 days.,SE
NPAC SMS shall provide a complementary mechanism or procedure for the re-instatement disabled userids.,SE
NPAC SMS shall provide a procedure for the deletion of userids.,SE
NPAC SMS shall support the temporary disabling of userids.,SE
NPAC SMS shall provide an option for automatic reactivation of disabled userids.,SE
NPAC SMS shall control and limit simultaneous active usage of the same userids by allowing only one active login.,SE
"NPAC SMS shall present the NPAC or Service Provider personnel with an option of disconnecting the first login and continuing the second login or terminating the second login, when a second login is entered.",SE
