Requirement,Specific_Type
"Mobile application - Search result in a list view Search results can be viewed in a list. Each element in the list represents a specific restaurant. Each element should include the restaurant name, telephone number, type of food, distance according to the user's position, average price, a short two-line description, a link to the restaurant's web-page and an information link. There should be maximally 100 results displayed. If the result contains more restaurants than what can be displayed on the screen at one time, the user should be able to scroll through them. When searching by price the restaurants should be sorted according to the following order: 1. average price 2. distance 3. restaurant type 4. specific dish When searching by a search option, other than price, the restaurants should be sorted according to the following order: 1. distance 2. average price 3. restaurant type 4. specific dish The list view should include a header with different selectable sorting options. The list view should include a button that, when selected, should display different filtering options in a filtering menu.",FR
"Mobile application - Navigation to restaurant DESC: A user should be able to select a pin on a map or an element on a list. When a selection is made, the location of the restaurant should be sent to the mobile phone's GPS-navigation program. The user should then be navigated to the destination. When the destination is reached, a user should be able to go back to the search page on the mobile application.",FR
Mobile application - Switch result view DESC: A user should be able to switch between a map view and a list view for all search options.,FR
"Mobile application - Selecting the information link DESC: A user should be able to select the information link, which is included on all result items. The link will direct the user to an information page, which includes a picture of the restaurant, the restaurant name, address, phone number, e-mail address, type of food, average price, restaurant description and a menu with name, description and price of the different dishes.",FR
Mobile application - Search by price DESC: A user should be able to input a maximum and a minimum price range. The result is displayed in a list view by default.,FR
Accepted input for price and destination search DESC: Integers should be accepted as input when a user searches by price or destination. If the system receives an invalid input the user should be informed and prompted to insert an accepted input.,FR
Mobile application - Search by restaurant type DESC: A user should be able to select a restaurant type in a given list as input. The result is displayed in a map view by default.,FR
Mobile application - Search by specific dish DESC: A user should be able to select a specific dish in a given list as input. The result is displayed in a map view by default.,FR
"Mobile application - Free-text search DESC: A user should be able to conduct a search by providing either restaurant name, restaurant description, restaurant address, restaurant type or restaurant menu in the free-text search field. The result is displayed in a map view by default.",FR
Mobile application - No match found DESC: If no match is found the user should be informed but kept on the search page in order to get the possibility to conduct a new search right away.,FR
"Mobile application - Filtering results DESC: When viewing the results in a list or a map, a user should be able to filter the results in a filtering menu. The filtering options include: increasing or decreasing the maximum distance increasing or decreasing the maximum price choosing a restaurant type choosing a specific dish",FR
"Mobile application - Profile page DESC: On the mobile application, a user should have a profile page. On the profile page a user can edit his/her information, which includes the password, e-mail address and phone number. A user should also be able to choose what language the mobile application should be set to. The different language choices are Swedish, English, Spanish and French.",FR
Required information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the web-portal by providing user-name And password And address And e-mail address And phone number Then the restaurant owner should be able to apply for verification,FR
Full information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the web-portal by providing user name And password And address And e-mail address And phone number And mobile number Then the restaurant owner should be able to apply for verification,FR
Successful log-in Given the restaurant owner wants to log in When the restaurant owner logs in with his/her account Then the restaurant owner should be logged in as a restaurant owner,FR
"Retrieve password Given the restaurant owner wants to log in And has lost the password When the restaurant owner enters his/her email address in the ""Retrieve password"" form And submits the form Then the restaurant owner should receive an email containing the password",FR
Show fields for managing information Given the restaurant owner is logged in When the restaurant owner wants to manage information Then the restaurant owner should be able to manage information in a form,FR
Filling in mandatory fields Given the restaurant owner wants to fill in the mandatory fields of the form When the restaurant owner provides average price And address And e-mail address And phone number And restaurant name Then the restaurant owner has filled the mandatory fields of the form,FR
Filling in optional fields Given the restaurant owner of a restaurant wants to fill in optional fields in the form When the restaurant owner provides restaurant description And menu And type of restaurant And picture of restaurant And mobile phone Then the restaurant owner has filled in optional fields in the form,FR
Filling in menu field Given the restaurant owner wants to fill in the menu field in the form When the restaurant owner provides dish name And dish description And dish price Then the restaurant owner has filled in the menu field in the form,FR
Adding information with mandatory fields Given the restaurant owner has filled in the mandatory fields of the form When the restaurant owner submits the form Then the information about the restaurant should be added,FR
Adding information with mandatory and optional fields Given the restaurant owner has filled in the mandatory fields of the form And filled in one or more optional fields of the form When the restaurant owner submits the form Then the information about the restaurant should be added,FR
Deleting information Given the restaurant owner is logged in And information exists When the restaurant owner deletes information Then the information should be deleted,FR
Editing information Given the restaurant owner is logged in And information exists When the restaurant owner edits information Then the information should be edited,FR
Select English as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects English as a new language Then the web-portal will show all text in English,FR
Select Swedish as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects Swedish as a new language Then the web-portal will show all text in Swedish,FR
Select French as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects French as a new language Then the web-portal will show all text in French,FR
Select Spanish as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects Spanish as a new language Then the web-portal will show all text in Spanish,FR
Successful log-in Given the administrator wants to log in When the administrator logs in with an administrator account Then the administrator should be logged in as an administrator,FR
Verify a restaurant owner Given the administrator is logged in When the administrator verifies a restaurant owner Then the restaurant owner should be able to log in And the restaurant owner should be notified by a confirmation email,FR
Reject a restaurant owner Given the administrator is logged in When the administrator rejects a restaurant owner Then the restaurant owner should not be able to log in And the restaurant owner should be notified by a rejection email,FR
Add a new restaurant type Given the administrator is logged in When the administrator creates a new restaurant type Then the new restaurant type should be added to the list of restaurant types,FR
Editing an existing restaurant type Given the administrator is logged in When the administrator edits an existing restaurant type Then the restaurant type should be updated in the list of restaurant types,FR
Delete a restaurant type Given the administrator is logged in When the administrator deletes a restaurant type Then the deleted restaurant type should be removed from the list of restaurant types,FR
Add a new dish Given the administrator is logged in When the administrator creates a new dish Then the new dish should be added to the list of dishes,FR
Editing an existing dish Given the administrator is logged in When the administrator edits an existing dish Then the dish should be updated in the list of dishes,FR
Delete a dish Given the administrator is logged in When the administrator deletes a dish Then the deleted dish should be removed from the list of dishes,FR
Add restaurant information Given the administrator is logged in When the administrator adds restaurant information Then the information should be added to the restaurant,FR
Delete restaurant information Given the administrator is logged in And information about a restaurant exists When the administrator deletes the information Then the information about the restaurant should be deleted,FR
Edit restaurant information Given the administrator is logged in And information about a restaurant exists When the administrator edits the information Then the information about the restaurant should be edited,FR
Edit an existing user's information Given the administrator is logged in When the administrator edits an existing user Then the user information should be updated,FR
Delete/Inactivate an existing user Given the administrator is logged in When the administrator deletes an existing user Then the user should be deleted,FR
Edit an existing restaurant owner Given the administrator is logged in When the administrator edits an existing restaurant owner Then the restaurant owner information should be updated,FR
Delete an existing restaurant owner Given the administrator is logged in When the administrator deletes an existing restaurant owner Then the restaurant owner should be deleted And the restaurant information should be deleted,FR
Select French as preferred language Given the administrator wants to select a preferred language When the administrator selects French as a new language Then the web-portal will show all text in French,FR
Select Spanish as preferred language Given the administrator wants to select a preferred language When the administrator selects Spanish as a new language Then the web-portal will show all text in Spanish,FR
Prominent search feature DESC: The search feature should be prominent and easy to find for the user.,FR
Usage of the result in the map view DESC: The results displayed in the map view should be user friendly and easy to understand. Selecting a pin on the map should only take one click.,FR
Usage of the information link DESC: The information link should be prominent and it should be evident that it is a usable link. Selecting the information link should only take one click.,FR
"In this case, user enters his/her username, name, surname, password, mail address sets a profile photo. When the user fills all necessary fields, an activation mail will be sent to users mail address. User will be able to log in and start using the system just after activating his/her account.",FR
"In this case, user enters his/her username or email and his/her password and logs in the system.",FR
"In this case, user touches log out button, and logs out of the system. The user will not use the system until he/she logs in again.",FR
"In this case, user is able to search items. User can search items according to their price, their location, their category.",FR
"In this case, user is able to browse the profiles other users. User can see the other users user names, profile photos, and the users' items.",FR
"In this case, user is able browse items. User can see the items' pictures, prices, and other features.",FR
"In this case, user can buy credits from the system. He/she can use credit card or his/her PayPal account.",FR
"In this case, user can add the items he/she likes to his cart by touching ""Add to the cart"" button.",FR
"In this case, the user can buy items he/she has added to cart with credits, if the items are available for buying with credits.",FR
"In this case, if the item the user wants is available for exchange, the user can request the exchange of items that he/she has with the item he/she wants.",FR
"In this case, the user can approve the exchange that is offered by another user by clicking ""Approve"" button.",FR
"In this case, the user can decline the exchange that is offered by another user by clicking ""Decline"" button.",FR
"In this case, the user notifies other user that the shipment of the item has started.",FR
"In this case, the user can add as many as items he/she wants. The user can also set the price, set the amount, upload pictures of the item and add details of the item.",FR
"In this case, the user can edit the items that he/she has already put on the system. The user can add/remove pictures, change the price and details of the item.",FR
"In this case, if the user no longer wishes to sell/exchange the item, he/she can remove the item from the system by touching ""Remove the item"" button.",FR
"In this case, if the user no longer wishes to use the system, he/she can click ""Delete Profile"" button. After deleting the profile, the user will no longer be able to use the system with the account details that he entered before.",FR
"In this case, the user can mark an item as a favorite so that he will be notified if any change is made to the item",FR
"In this case, the user can rate and comment about the users whom he traded with.",FR
The client will send a GET request to the Web API with the question as a URL parameter The client will specify the header Content-Type: application/json in their requests as convention. A valid API query is a single URL parameter containing one sentence that is a question in standard English.,FR
"The server will reply with either data or an error, see R4.1.3.5. The client will be able to parse the JSON and determine if there was an error. The server will send all API data in JSON response documents with the header Content-Type: application/json. The server will respond with a 200 OK status code if a request has the header Content-Type: application/json and is a valid API query. The server will respond with a 400 Bad Request status code if a request does not specify the header Content-Type: application/json OR is a malformed API query.",FR
"API responses are defined in JSON, specified by [RFC 7159]. A JSON object will be the root of every API response. The response document will contain at least one of the following top-level members: Data: the document's ""primary data,"" in this case, the response to the client's query. Errors: an array of error objects stating what went wrong with the client's request, should any issues arise. The top-level members specified in R4.1.3.3 will not coexist in the same JSON document. If data is present, errors will be absent and vice versa.",FR
"This unit will receive a text string from the URL parameter. This unit will identify important words in the sentence and replace them with generic representations preceded by an escape character. (example: ""PISB"" becomes ""$building"") This unit will output the sentence as a string, as described in R4. This unit will output a map of generic representations to the words they replaced.",FR
"This unit will have a list of generic words related specifically to potential queries (examples: building, professor)",FR
"An error during this process means there was a problem parsing the sentence and creating the generic question. In this case, return a message such as ""Sorry, I didn't understand that.""",FR
This unit will receive the output sentence from the Generic Question Construction unit as input (R4.2.1.3).,FR
"This unit will generate a generic answer sentence using the input. (example: """"What time does $building close?"""" becomes """"$building closes at $closetime.""""). This unit will output the generic answer sentence described",FR
"If there was an error here, then the unit failed to create a generic answer given a generic sentence. In this case, simply fallback to the error handling described in R4.4.2.1",FR
This unit will receive as input a mapping from the Generic Question Construction unit,FR
This unit will receive as input a generic answer from the Generic Answer Construction unit,FR
This unit will query the database for data about the elements in the mapping,FR
This unit will replace the representations in the generic answer with data.,FR
"This unit will output the answer to the original question, as described in R4.4.1.3.",FR
"If querying the database did not provide an answer, the system will say that it does not have an answer and provide appropriate website link where the user could find the answer. Example message, ""I don't know when Rush Building closes, but here is the website of the building.""",FR
"If the system could not find appropriate website associated with the question, the system will return a generic error message such as ""Sorry, I couldn't find an answer to that.""",FR
A MySQL database will be used to store all information required to answer questions.,FR
"The database is populated by the information extraction unit before the rest of the system is available, so that all information is readilyaccessible.",FR
The database will use the generic representations from R4.2.2.1 as table names or column headers for easier retrieval of data.,FR
Structural data sources will have their data stored in our database,FR
"For data with enough structuring, web scraping will be used to programmatically extract all the data needed and store it in our database.",FR
"For totally unstructured information, AI libraries will be used to programmatically extract and store any information possible",FR
"Data that is especially hard to extract, for whatever reason, will be manually extracted and added to the database by a developer.",FR
The GUI will have a textbox that will accept inputs from a keyboard.,FR
"Text box will originally contain a suggestive text question, to guide the user to the format of an appropriate question.",FR
"The GUI will have a """"Send"""" button which sends text from the textbox to the API when clicked",FR
The GUI will have a chat window displaying questions sent to the system and responses from the API.,FR
"The chat window will contain all questions and answers from the current session, with a scroll bar if all messages can't fit on the screen.",FR
There will be a designated phone number that users can send texts to.,FR
"Texts sent to that number will be sent to the API, then the system will reply to the user with the answer as another text message.",FR
"If a question is not understood by our API, the system will send a text containing an example question after the text with the API response.",FR
Upon the USB being plugged in the system shall be able to be deployed and operational in less than 1 minute,FR
The system shall be able to handle 1000 customers logged in concurrently at the same time.,FR
The product shall be intuitive and self-explanatory. 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,US
The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table,FR
The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data,FR
The top 1/4 of the table will hold events that are to occur sequentially.,FR
The user interface shall have standard menus buttons for navigation,LF
The system shall interface with CampusConnect's central server,O
Only authorized users shall have access to students' personal information.,SE
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students' personal information.,SE
The system shall protect private information in accordance with the organization's information policy.,SE
The system shall use the organization's standard virus protection software to help monitor threats to itself.,SE
Students added to a cohort shall be eligible for the cohort's Program of Study.,FR
Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system identified by start month and year.,FR
A non-clinical class shall specify the course name lecture room requirements and instructor needs.,FR
A clinical class shall specify the course name lecture room requirements clinical site needs lecture instructor needs and clinical lab instructor needs.,FR
The report of needed classes shall include (but not be limited to) classes to be offered number of sections needed number of labs needed and room types needed.,FR
Clinical site information shall include (but not be limited to) the name of the site contact person and contact information.,FR
A clinical lab section shall include the clinical site name the class instructor day and time of the lab.,FR
A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,FR
The system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter (Clinical site general information on labs held at that location dates and times of all labs held there).,FR
The system shall be able to display a printable summary for individual clinical labs which will include (but not be limited to) class name class number lab section listing of students enrolled instructor day(s) time and location.,FR
The system shall be able to display a printable summary for individual nursing students which will include (but not be limited to) student name student ID admission date classes credits GPA and the cohort that the student is enrolled in.,FR
The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.,FR
The system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohort's program of study and changes to a given week's schedule (lab cancelled this week due to instructor illness).,FR
The system will notify affected parties when changes occur affecting specific students including but not limited to changing a student's status from full time to part time and moving a student to a different clinical section.,FR
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes.,FR
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name and required classes for that Program of Study.,FR
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site including the clinical site name site contact person contact information and address.,FR
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section including the clinical site name the department/section for the lab the class instructor day and time of lab and contact information.,FR
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student including student ID student name phone number e-mail status (full time or part time) and program of study.,FR
The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,US
100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,US
100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,US
The Disputes application shall be available 24x7x365 with the exception of the following scheduled maintenance windows. Monday-Saturday 3:00am to 4:00am EST; Sunday 1:00am to 5:00am EST.,O
The Disputes application shall interface with the Cardmember Information Database. The Cardmember Information Database provides detailed information with regard to a cardmember. All cardmember detail information must be obtained from the Cardmember Information Database.,O
The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.,O
The Disputes application shall interface with the Letters application. This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.,O
The Disputes application shall interface with the Cardmember Posting and Billing System. This will allow the Disputes application to request adjustments to cardmember and merchant's accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.,O
The Disputes application shall ensure that only authorized users are allowed to logon to the application.,SE
All authorized users once authenticated must be able to logon to the Disputes System,SE
If a user account is revoked it can only be re-instantiated by the System Administrator.,SE
Only the System Administrator shall be able to reset a revoked user logon account,SE
The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,SE
The product's Look and Feel shall be able to incorporate aspects of the customer's organization such as logo branding and identity,LF
The response shall be fast enough to avoid interrupting the user's flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.,PE
Every registered user will have access to the product's support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,US
The product shall be translated into foreign languages other than the target market countries' languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market's language.,US
The product shall ensure that the database's data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.,SE
The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems' data shall remain 100% uncorrupted each time malicious data is input into the product.,SE
"System shall let customers register on the website as a ""unlimited movie subscriber"" user in under 10 minutes.",PE
The product shall retain the customer's buying preferences and information.,US
When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user's connection.),PE
While streaming a movie buffering should only occur if there is latency in the user's connection.,PE
The system shall reveal private information only in compliance with the organization's information policy.,SE
"System shall allow users to update their billing and contact information via the ""My Account"" section of the website.",FR
The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player's ships which had not been previously marked as sunk.,FR
The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,A
The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE
The interface must summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,LF
Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report),US
The WCS system shall be available at all times as long as IBM's internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM's internal intranet W3 is available.,A
The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user's computer.,SE
"Users shall be able to reach the ""add"" ""drop"" and ""trade player"" pages with one click from the team owner's page.",US
98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB.,O
The system shall operate on Unix and Windows operating systems.,PO
The system shall be evoked by typing “pine” into a command or shell prompt.,O
The system shall use the SMTP mail protocol.,O
The system shall support the ability to perform a send and receive operation.,FR
The system shall support the ability to perform a send only operation.,FR
The system shall support the ability to perform a receive only operation.,FR
The system shall use a text-based interface to display a listing of available mail.,LF
The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.,US
The system shall display and embed in each message a date/timestamp of when the message was sent.,FR
The system shall allow a text search that users may use to find mail messages.,FR
The system search feature should support the use of regular expressions in search.,FR
The system shall provide an option to withdraw money.,FR
The system shall query the user for the amount of money.,FR
The system shall validate the amount is available in the user’s account before releasing funds to the user.,FR
The system shall validate the amount is a multiple of $20.,FR
The system shall debit the user’s account upon withdrawal of funds.,FR
The system shall be able to issue a specific amount of money to the user.,FR
The meeting scheduler system shall be able to select a participant as an important participant.,FR
The meeting scheduler system shall cancel a meeting due to canceling of an important participant.,FR
The meeting scheduler shall be accessed from the Web.,O
The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.,FR
The meeting scheduler system may provide the “meeting initiator” a summary of the scan of “potential meeting participants” showing available “time slots” and schedule conflicts as a means of informing the “meeting initiator” of the overall results of the system.,FR
The meeting scheduler system may suggest a “virtual meeting” for available “time slots” if no location is available or feasible for the meeting.,FR
The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.,FR
A meeting scheduler system will temporarily reserve the “time slots” for the proposed meeting.,FR
A meeting scheduler system will inform the “potential meeting participant” of the meeting.,FR
The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.,US
The system must be quickly accessible by both managers and chefs.,US
The system must be intuitive and simple in the way it displays all relevant data and relationships.,US
All the functions of the system must be available to the user every time the system is turned on.,A
The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.,L
The client should agree to EULA before using our software.,L
All Web pages generated by the system shall be fully downloadable in no more than 10 seconds over a 40KBps modem connection.,PE
Responses to queries shall take no longer than 7 seconds to load onto the screen after the user submits the query.,PE
The system shall display confirmation messages to users within 4 seconds after the user submits information to the system.,PE
All network transactions that involve financial information or personally identifiable information shall be encrypted.,SE
Users shall be required to log in to the Cafeteria Ordering System for all operations except viewing a menu.,FR
Patrons shall log in according to the restricted computer system access policy.,SE
The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.,FR
Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.,SE
Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.,A
System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student’s access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.,SE
The online registration system is “self-service style” system that shall initially address the student registration needs.,FR
All data entry forms for the application should match their Microsoft Excel hardcopy counterparts as closely as possible. Hardcopies of these forms were provided to the design team during the second requirements interview.,O
95% of users will not need to read the user manual to be able to use the application.,US
Changes made to the Manage My ID website can be adopted without altering the iOS application.,MN
The application should be connected to the Internet.,A
The application should be connected to the GPS device.,A
The application should be easy to extend. The code should be written in a way that it favors implementation of new functions.,MN
Test environments should be built for the application to allow testing of the applications different functions.,MN
The application should be portable with iOS and Android.,PO
The system shall show a tabbed display (or equivalent functionality) with the campus map on one tab and info on the most recently announced building on the other.,LF
The system shall allow the user to scroll the campus map from the campus map tab.,US
The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.,LF
The campus map shall have a pause/resume button. The pause and resume button will allow the user to scroll and select other buildings without being interrupted by the automatic search and announce feature.,LF
The system shall provide a way to return to the startup screen.,US
It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.,FR
The system should use the company colors and logos.,LF
The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).,FT
The system shall be able to display a menu at all times to facilitate manual order taking should the need arise.,LF
The system shall utilise periodic 30-second keep-alive messages between tablets and the server to monitor tablet operational status.,O
The system shall flag tablets that fail to send timely keep-alive messages as non-operational and disassociate the assigned waiter from the tablet.,FT
A waiter password used for tablet login must have a bit-strength of at least 64 bits.,SE
A waiter password used for tablet login must be changed every three months.,SE
A waiter shall only be able to log into one tablet at any given instance of time.,SE
A waiter that attempts to log into a second tablet while already logged into another tablet shall be rejected and notified through both tablets.,SE
A display shall not require a user to log in.,SE
A surface computer shall not require a user to log in.,SE
A tablet shall require a user to log in using a username and password.,SE
The system will support mobile users in some way.,PO
Responses to view information shall take no longer than 5 seconds to appear on the screen.,PE
The system shall accommodate large data items without fault.,FT
Unauthorised users can only read data without modifying anything.,SE
ABS shall handle all expected and unexpected errors in ways that prevent loss in information and long downtime period.,FT
Authenticate and Login user to the web app.,FR
Enable new users to register to the tech support system.,FR
Enable a registered user to change his password if he forgets his password.,FR
Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.,FR
Enable a user to view questions and their corresponding answers.,FR
Enable a logged in user to post answers.,FR
Enable a logged in user to up vote and down vote answers.,FR
Provide an interface for the admin to approve posts so that posts are not visible without admin approval.,FR
Enable the admin to generate reports which contains all the posts and their corresponding replies.,FR
Information transmission should be securely transmitted to server without any changes in information.,SE
Be intuitive even to first time users,LF
Flea Market system will interface with the web server and RDBMS software using APIs provided by the implementation language,O
All transactions at the Flea Market require a valid user ID and password.,SE
The IP addresses where the transaction was made from will be logged.,SE
User passwords will be stored in the database in an encrypted format.,SE
Most of the system functions will be controlled using the administrative interface.,FR
Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.,MN
Information recorded must include an optional field for context.,FR
Information should be tagged according to who is entering the data.,FR
It must be able to download the most recent medical record.,FR
It must only update the parts that have changed when connecting to the server.,O
It must be able to change and update information on the server.,O
The application must log the user out when it is exited.,SE
A correct combination of username and password is required for a user to login.,SE
The user must be able to set an option to hide information based on who has tagged it.,FR
The user must be able to add photos from his/her photo library to his/her medical record.,FR
It must allow a user to login.,FR
All information must be updatable on the website.,FR
It must allow a user to download a backup of their medical information.,FR
Logout must be automatic after 1 hour of inactivity.,SE
Full data backups must be created daily.,SE
Each account must securely store all of its data.,SE
Each account must have a separate identifying account number.,FR
The system shall allow user to choose filling that they want.,FR
The system shall allow user to decorate their doughnut.,FR
The system shall give the user an opportunity for the user to choose the selection of doughnut provided.,FR
The system should take the customer name.,FR
The system should keep the customer contact number.,FR
The system should keep the customer email.,FR
The system should ask the user to key in the pickup date.,FR
The system should require the user to state time when should the doughnut be delivered.,FR
The system should have to keep the location where the doughnut will be send.,O
The website is available whenever the users want to use it.,A
The system use SSL (secured socket layer) in all transactions that include any confidential customer information.,SE
The system must automatically log out all customers after a period of inactivity.,SE
Sensitive data will be encrypted before being sent over insecure connections like the internet.,SE
The system provides storage of all databases on redundant computers with automatic switchover.,O
An end-user may use this system on any OS; either it is Windows or Linux.,PO
The logo and the current basic design of registration system should be displayed. The system should be attractive according to the clients. The design and the color should make users feel comfortable when using the system instead of flashing useless colors on the screen. The design should also reflect the seriousness of the environment.,LF
The system should be able to manage all the information incoming from the database and the catalogue.,O
The product is Web based therefore it will be used in any environment that allows Web access.,PO
For the system to successfully operate the registration system should be integrated with other IT services and the portal.,O
The system should need to be entirely self-supporting since the users would be using it only to register courses.,US
The Web interface should be compatible with standards in order to be usable via all major Web browsers in a wide variety of environments.,PO
The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.,SE
The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.,FT
The system shall be available 99.5% of the time.,A
The software system needs a robust security mechanism in place so that unauthorized users are not allowed access to parts of the system.,SE
Each user shall either be trusted or not trusted.,SE
All source code and development related documents shall be controlled under a version control system.,MN
All source code shall adhere to an agreed upon and well-defined set of coding standards for each development language used.,MN
Since the software must run on several popular hardware platforms and the goal is to achieve a reasonable level of platform independence.,PO
High level of performance requires high speed network and high level of connectivity.,PE
Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.,SE
The software is available for use from the supermarket opening time to the closing time.,A
The system shall accommodate high number of items and users without any fault.,FT
System use shall not cause any harm to human users.,SE
Normal users can just read information but they cannot edit or modify anything except their personal and some other information.,SE
Control the database and keep track of all records of customers and employee details.,FR
View the details of all employees and control the whole site.,FR
Customers must have a valid login id to enter into the site.,SE
Can purchase any product through valid credit card.,FR
Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.,FR
Customer must logout of the site after purchasing products.,FR
