Requirement,Specific_Type
User has the options to change the settings locally and remotely.,O
The product should support different levels of logging.,PO
NPAC SMS shall ensure unique numbering of the keys.,SE
Users shall be able to easily identify and report errors or discrepancies in the data.,US
Code refactoring shall be performed on a bi-annual basis to improve software maintainability and scalability.,MN
System Availability GIST: The availability of the system when it is used. SCALE: The average system availability (not considering network failing). METER: Measurements obtained from 1000 hours of usage during testing. MUST: More than 98% of the time. PLAN: More than 99% of the time. WISH: 100% of the time.,US
The software needs to run on devices powered by renewable energy sources.,PO
Continuous service will be ensured by the software during the maintenance windows.,FT
The product will have a robust search function.,O
Micro-Interactions will be used to enhance user engagement and provide subtle visual cues that respond to user actions.,LF
The product will process real-time data feeds and update displays within 1 second.,PE
The application will be able to complete every user transaction within one fourth of a second of receiving the request.,PE
The product will protect the players identity.,PE
The product will give the look of ships at sea.,LF
The system will allow administrators to change user roles in 10 seconds.,PE
"Product shall be available for use at least 99% of the time, with no more than 30 minutes of downtime per quarter.",A
The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.,SC
The application shall ask the user to confirm dropping a player or trading a player before performing the action.,US
Language of the product shall accommodate all of the target market countries.,SC
"Product shall be able to run on virtual machines, including VMware and VirtualBox.",O
An anonymous survey will show that 90 percent of users feel confident buying gift cards after 4 weeks.,US
Customers' preferences and historical data will be retained.,US
Tools for performance improvement will be offered by the application.,MN
The product must be able to communicate with any browser.,O
The CPN packets can be classified according to a number of priorities.,PE
The system will support secure data transfer protocols.,O
Maintenance tasks can be scheduled with the help of the software.,MN
The product will show a progress bar when it is being processed.,LF
Customer support team shall be available for phone support between 11am-7pm M-F,A
The user name shall be the first four charters of the employee's last name followed by the first three characters of their first name.,SE
The exception of the scheduled maintenance windows is the Disputes application.,O
Drop shadows will give a sense of depth to the elements.,LF
WCS system shall have the ability to connect with other designated WCS databases currently not included in the system.,SC
The visual progress indicators for multi-step processes will be provided by the application.,US
All network transactions that involve financial information or personally identifiable information shall be encrypted.,SE
Product documentation will be updated in real-time to reflect changes made to the product's codebase.,MN
The application will provide round-the-clock service availability.,A
The system will be able to handle load balancing and high availability configurations.,PO
Once the icon is selected two open text field will be available to the user to search for the product name - by product ID/SKU or by keyword.,FR
When present during the loading of a Load File to the card each signature shall be verified by the appropriate Security Domain.,SE
"The product will manage 200,000 searches.",SC
"The system will offer a full-screen mode that enhances user focus and reduces distraction, especially during tasks that require long attention and concentration.",LF
The product will handle up to 1 million active user accounts.,SC
The software has to support different file formats for data export and import.,PO
"Up to 10,000 simultaneous users will be able to use the system.",SC
Successful authentication is a prerequisite for the processing of any on-line or offline CEPS transaction.,SE
85% of users will find the prompt helpful.,US
75% of users will get a resolution within 4 minutes of using the site.,US
"A minimum of 10,000 concurrent streaming connections shall be able to be handled by the streaming server.",SC
A zoom feature will be provided by the interface.,LF
The product needs to give access to critical features.,A
"If the merchant acquirer decides to accept the transactions based on scheme rules, a method must be found to settle them and forward them to the card issuer.",O
The system should prevent the extraction of data for public health purposes by non-authenticated and non-authorized users.,SE
Faulty data shall be ignored and not affect system functionality.,FT
The application will support automated configuration management.,MN
The interface will use icons and labels that are recognizable.,LF
"All system updates shall be performed during maintenance windows, excluding peak usage hours.",A
The product will have a mechanism to prioritize transactions.,FT
The Disputes System must allow the user to create three unique types of ticket retrieval requests. The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.,FR
The product has to support the most recent version of the browser.,O
Any changes to user account information shall be saved within 3 seconds.,PE
A suitably authorized CPN user (e.g. the system administrator) shall be able to manage and configure the provisioning capabilities and use of NGN managed services from an NGN access point outside the CPN.,FR
The system should allow for external integrations.,PO
If the business rules allow this transaction is to be aggregated the PSAM must determine if it has an aggregation record for the card issuer. If the PSAM does not have an aggregation record for the card issuer a new aggregation record for the card issuer must be created,FR
"The System shall comply with ESPC (DoC/NOAA/NESDIS) procedures and policies as stated in the NOAA IT Security Manual 212-1300, Version 3.3, dated May 15, 2007.",SE
The system will be able to support a global user base with high reliability.,SC
"The product has to be high availability, with no more than 10 minutes of downtime per month.",A
The product will be compatible with all the major security software.,O
The application will be run on a server.,O
The software will have mechanisms for failed updates.,FT
"80% of users report improved efficiency due to personalization, with the system allowing users to personalize their interface layout.",US
System use shall not cause any harm to human users.,SE
The product needs to support a variety of communication protocols.,PO
Refresh of system logs shall occur every 2 minutes.,PE
The software will have a retry mechanism.,FT
The grids will be displayed as a view from a periscope.,LF
The system will notify affected parties when changes occur affecting specific students including but not limited to changing a student's status from full time to part time and moving a student to a different clinical section.,FR
A configuration management system is required for the product.,MN
A minimum of 75% of the development team's time shall be dedicated to refactoring and improving code quality.,MN
The product will use icons and terms that will be easy to understand.,US
The product can handle up to 1 Terabyte of data transfer.,SC
"For example, non-repudiation may be achieved through the use of a:",SE
Product shall have a backup system in place at all times.,A
The system will allow customers to cancel their account in less than 2 minutes.,PE
nomadism of the users and their subscribed services may be supported from one physical customer environment to another.,O
Up to 500 concurrent video streams will be supported by the system.,SC
The system will alert you of maintenance activities.,MN
The system needs to have a 98% uptime for critical functions.,A
The system will support high-contrast themes to improve accessibility for users with visual impairments.,US
Single sign-on is needed to enable user authentication.,O
The product will use a navigation menu that is familiar to most web users.,US
The product has to detect and log service disruptions.,FT
The system will have a redundant architecture.,FT
The system must authenticate users prior to accessing an application or data.,SE
Inventory Quantity Adjustment for the period of previous 60 days shall take no more than 45min.,PE
NPAC SMS shall default the pre-login advisory warning message to the following:,SE
"Application should respond with a list of thumbnail images for the site, listed from oldest to newest by year.",FR
The CNG shall be equipped with an application client to be remotely manageable by the service providers for configuration monitoring firmware upgrade purposes. In case of multiple service providers multiple clients configuring different sets of parameters (for example referring to different services) may be present. A single parameter can be modified by a single client only.,FR
The product will analyze all fault occurrences.,FT
The system shall allow user to select the product to configure.,FR
The sound of a shot missing its target will be mimicked by the product.,LF
The product will be easy to learn for the users.,US
Defect reports shall be available to technical units on a 24x7 basis for immediate review and resolution.,A
The hotline will be open from 6am to 10pm.,A
Cross- platform execution is required for the application.,PO
Documentation for fault recovery procedures can be provided by the application.,FT
A minimum of 20% of the development team will be dedicated to refactoring and improving existing code.,MN
Product shall continue to operate even if the operating system crashes.,FT
The product will display a success message when the user completes a form.,LF
The issuer needs only to authenticate the card and the card needs only to authenticate the issuer and that the data is the same as used by the issuer.,SE
Product updates shall be installed automatically on users' devices within 2 hours.,US
A robust security framework is needed to protect user data and ensure compliance with industry standards.,O
The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,LF
Product shall not be affected by denial-of-service attacks.,FT
"Product shall automatically adjust font size and color to accommodate users with visual impairments, ensuring readability",US
The application will ensure that error states are clearly indicated.,LF
Application shall be available for use between 9am and 5pm.,A
An application should be portable to various operating environments.,PO
Each page has the same format with action items in one location and navigation buttons in a different location.,LF
Integration with popular project management tools will be supported by the product.,O
The Disputes application shall comply with the Uniform Commercial Code (UCC) regulations regarding sales and purchases.,L
The system shall be able to handle 1000 customers logged in concurrently at the same time.,FR
Projected data must be easily comparable across different devices.,US
The system needs to support the integration of various mechanisms.,PO
Product shall be capable of handling peak traffic during major events.,SC
"Rather, the requirement ensures that the capability exists to rapidly identify prurient interest by users who lack a legitimate need-to-know.",SE
User authentication shall be processed within 8 seconds.,PE
The product has to support Internet Explorer.,O
The system will allow for the rapid creation and deployment of new user accounts.,PE
The application has to support more than one level.,FT
Product shall be able to process 10000 transactions per hour within two years of its launch. This number will increase to 20000 by Release 2.,SC
Product maintenance and support shall be available 24/7 through a dedicated support hotline.,O
75% of users should be able to set up policies on their own.,MN
System shall be compatible with popular mobile devices from different manufacturers.,PO
Multiple users can access it at the same time.,O
Product shall provide a fallback mechanism for users in case of network connectivity issues.,FT
"Once reconnected, the application should operate in offline mode.",PO
"The product will handle 50,000 live streams.",SC
The system will follow the standards set by the OSHA.,L
Defect tracking systems need to work.,A
A uniform look and feel will be provided by the system.,LF
System shall be able to provide detailed reporting and analytics capabilities.,O
The CNG may allow secure dynamic firewall opening for remote access devices based on NGN authentication functions.,SE
"If command control is enabled by another user, and the logging in user is of higher security, the logging in user shall be requested to accept or deny command control.",SE
200 simultaneous downloads are supported by the system.,SC
"When a user is granted access to a restricted area, the product shall display a red starburst icon.",LF
NPAC SMS shall write a record to the security audit log for each invalid user authentication attempt.,SE
The product needs to be accessible from multiple locations.,PO
The product needs to have a built-in search function.,O
Periodic health reports will be generated to monitor system performance.,FT
The system will run on both phones and tablets.,PO
Users will be able to download reports in under 5 seconds.,PE
The system will provide a seamless user experience by ensuring that page load times do not exceed 3 seconds.,PE
Users shall be able to determine the current date and time without assistance on a 10x10 projection screen from a viewing distance of 50,US
98% of users will find what they need within three clicks if the application includes an accessible search function.,US
The washing process must use a neutral data format.,O
The system will be available for all users.,A
The software has to comply with the rules.,L
Existing customers will be able to log into the website with their email address and password in less than 5 seconds.,PE
The system should work on low-end hardware.,PO
85% of users report fewer mistakes if the form fields are clearly labeled and validation is provided.,US
Multiple languages and regional settings should be supported by the application.,PO
Web-based applications should be accessible from any device with a stable internet connection.,PO
The product will allow the user to pick a language from one of the target markets.,US
"User registration - Mobile application DESC: Given that a user has downloaded the mobile application, then the user should be able to register through the mobile application. The user must provide user-name, password and e-mail address. The user can choose to provide a regularly used phone number.",FR
"Over the course of a year, the application will guarantee a service uptime of 99.2%.",A
85% of users should be able to generate reports within 10 minutes.,MN
Embedded systems with limited resources should be used for the product.,PO
A mobile device may be used to access this system.,PO
"The product will support up to 20,000 active users per hour.",SC
Adjusters and Collision Estimators shall be able to track their progress and productivity over time.,US
The system interface can be seen on any computer a user has.,LF
The application shall run on a web application server.,O
Any updates to repair facility information shall be saved within 2 seconds.,PE
The system will support up to 5 million active user sessions.,SC
"For all operations, the system needs to achieve an uptime of 98.6%.",A
"The system shall protect against further, possibly malicious, user authentication attempts using an appropriate mechanism (e.g. locks the account or node until released by an administrator, locks the account or node for a configurable time period, or delays the next login prompt according to a configurable delay algorithm).",SE
Product updates shall be scheduled during off-peak hours to minimize disruptions to end users.,MN
The product needs to provide an interface for custom integrations.,O
Users should be able to schedule automated tasks.,MN
The product shall be able support 1000 simultaneous users.,SC
Security Domains enforce the security policies of their off-card Security Domain Provider.,SE
"Product shall be compatible with various operating systems, including but not limited to Windows, Linux, and macOS.",O
The legal requirements for the Disputes application are specified by the Merchant Operating Regulations.,L
The CPN may support encrypted communication with remote access devices and the encrypted communication can be terminated either at the CNG or CND.,SE
The application needs to be able to handle many concurrent users.,PO
The system will support scaling to handle future growth.,SC
The application will provide a comfortable viewing experience in low light.,LF
The system will allow customers to register on the website in 10 minutes.,PE
The administrators shall be allowed to enter or edit all data.,SE
The software has to function on a serverless platform.,PO
"When a goal is scored, the product shall simulate the sound of a crowd cheering.",LF
System shall be able to handle all of the user requests/usage during business hours.,SC
"Within 3 minutes, users will be able to reset their passwords.",US
Each high-definition video stream has to start within 2 seconds.,PE
"A portable application must be able to run on multiple versions of macOS, including macOS High Sierra and macOS Mojave.",PO
The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.,US
Continuous availability is a must for emergency services.,A
A unique identifier shall be generated for each user's session within 1 second.,PE
The product will have an easy-to-use interface for managing user accounts.,LF
Users will be able to report technical issues in under 5 seconds.,PE
All changes to existing dispute cases must be reviewed and approved by a designated compliance officer prior to recording in the case history.,L
"The system will be evoked by typing ""pine"" into a command or shell prompt.",O
The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table,FR
It shall be possible to configure the CNG (e.g. firmware downloading) according to the subscribed services. This operation may be performed when the CNG is connected to the network for the first time for each new service subscription/modification or for any technical management (e.g. security patches etc.).,O
Dynamic content must be created within 3 seconds.,PE
"According to a number of priorities, the CNG will classify packets entering the CPN through its WAN interface.",PE
The system will allow administrators to apply changes quickly.,PE
The user shall select to view the preferred repair facility ratings.,FR
Edit an existing restaurant owner Given the administrator is logged in When the administrator edits an existing restaurant owner Then the restaurant owner information should be updated,FR
The European Union has a Market Abuse Regulation.,L
Product shall be able to provide alerts and notifications to the user in case of system failures or maintenance windows.,O
Product shall provide a warning to users before their session expires due to inactivity.,FT
The product should be able to support dynamic scaling.,PO
NPAC SMS shall ensure that the generated sequence of passwords have the property of randomness.,SE
The product has to comply with the regulations of the Drug Enforcement Administration.,L
"During recovery operations, the product must maintain a secure environment.",FT
Product shall be designed to minimize the impact of system outages on dependent services.,FT
75% of users need to set up groups on their own.,MN
User preferences shall be retained across different user sessions and devices in the event of a system failure or data loss.,FT
"In case of errors, the application will provide rollback capabilities.",FT
"Regularly scheduled maintenance releases will be offered to customers every quarter, with releases taking no longer than 10 minutes to install.",MN
The system needs to keep the location where the doughnuts will be sent.,O
The system shall allow user to select the order from the order history.,FR
A new password shall be assigned if a user forgets.,SE
The product needs to support version control.,O
The product will be able to manage up to 1 million active user accounts.,SC
The product will be able to adapt to future language requirements in emerging markets.,US
"Every day of the year, the product will be accessible.",A
Product shall be capable of handling 5000 simultaneous users for at least 2 years.,SC
Recreation of historical data for the period of previous 60 days shall take no more than 45 minutes.,PE
"When a player is cautioned for unsportsmanlike behavior, the product shall simulate the sound of a whistle being blown.",LF
The product will have a navigation system familiar to web users.,US
The product shall be available for use 24 hours per day 365 days per year,A
The application has to support usage across time zones.,PO
"The system will be able to handle high volumes of data traffic without performance degradation, and will be reliable under heavy load conditions.",O
85% of users need to schedule events in 5 minutes or less.,MN
Multiple currencies and international transactions will be supported by the product.,O
The product shall be able to be installed in any operating environment within 2 days.,O
Product shall not display sensitive user information to unauthorized personnel.,FT
Compatibility with various hardware platforms is essential for the product's success.,PO
Users will be able to access customer service via multiple channels.,US
Access to support services will be provided by the product.,A
The customer can easily integrate new maps with the product.,MN
"All software components must be modular, allowing for easy replacement or modification without affecting the overall system.",MN
The from-location can be selected on the map.,FR
The software needs to be able to integrate with the technology.,PO
The main menu contains a launcher to the News-app.3.1.4,FR
The system may be throttled or slowed down on heavy loads to ensure service for everybody. By throttling is meant that certain functionality may be unavailable during heavy server load.,PE
The system shall be available 99.5% of the time.,A
"In the settings menu for Facebook there is an option to delete the saved username in combination with the password, regarding Facebook.",FR
Real-time monitoring of system health will be provided by the product.,FT
The product shall produce search results in an acceptable time,PE
The system's Web interface should be accessible from any location with a stable internet connection.,PO
"Every 30 seconds, the system will update promotional banners.",PE
The product will have a consistent color scheme.,LF
The application should be able to support deployment in hybrid cloud architectures.,PO
The product should work on all devices.,PO
Dynamic resource allocation is needed to maintain optimal performance during traffic spikes.,SC
"The Disputes application must maintain a detailed audit log of all system modifications, including changes to business rules and user permissions.",L
"When passwords are used, the system shall provide an administrative function that resets passwords.",SE
Vendor will submit a credit validation record to be applied to the enterprise billing system.,FR
Projected data must be easily comparable to real-time data.,US
An administrator's action on a user's account shall be confirmed within 2 seconds.,PE
The system has to allow for patches and remote updates.,PO
"In case of primary server failure, the system must switch to backups.",FT
The administrator will be able to add/remove categories on the website in under 5 minutes.,PE
The software has to conform to the FCRA guidelines.,L
The product should give an overview of metrics.,MN
The main pillar of reliability of the system is the database which is continuously maintained and updated to reflect the most recent changes.,FT
"Users shall be able to easily access help resources, user help can be found within 90% of the system",US
Users will be able to find desired items in under 5 minutes.,US
The system will have high-resolution icons and images.,LF
Product shall automatically retry failed transactions upon detection of network instability.,FT
"Interface with the Choice Parts System shall be optimized for slow network connections, such as dial-up or DSL.",O
WCS system shall have the ability to include data for regions outside of North America and be accessed by users outside of North America if approved by CCR management.,SC
The system needs to be 100% up and running for all services.,A
The user will be able to find what they are looking for in under 5 seconds.,PE
"The application needs to allow for easy configuration, so that users can tailor the software to their needs.",O
The CNG shall allow the customer remote access to a CND in the Customer Network for example a surveillance video camera.,FR
The product will make sure that all transactions are processed in 1 second.,PE
"The Payment Services Directive 2 (PSD2), also known as the Payment Services Directive, requires compliance with the software.",L
The system will have a command-line interface for maintenance operations.,MN
Perform the verification of signatures and certificates during a purchase and cancel last purchase transaction,SE
The system needs to be able to download 1 million files at once.,SC
"Within 50 milliseconds, the user interface shall respond to touch inputs.",PE
The product will support sharing of user-generated content on social media.,O
"50,000 concurrent file uploads will be handled by the application.",SC
A few authorized individuals may be allowed access to parts of the system that are usually considered restricted.,SE
System shall be able to process 100% of customer orders within 24 hours.,SC
"If primary resources become unavailable, the system will automatically switch to backups.",FT
The guidelines set by the ISO/IEC 27001 standard must be followed by all security protocols.,L
Users will be able to download software updates in under 15 seconds with the application.,PE
"Where appropriate, the EHRi should restrict connection duration to EHRi application services to provide additional security for access to those applications.",SE
Regulation D requirements shall be met for all consumer credit inquiries.,L
The system will give use of icons.,US
Continuous service availability is required for enterprise applications.,A
The system must not return a restricted web page to a non-authorized user.,SE
A portable system should be able to run on different hardware configurations without any performance degradation.,PO
The interface will have high-contrast colors.,LF
"Under high load and stress, the system must function correctly.",PO
The system shall display Events or Activities.,FR
"The product will allow users to interact with the interface in a variety of ways, including drag-and-drop.",LF
The legal obligations set forth by the European Energy Market Regulation must be met by the software.,L
350 concurrent users will be supported by the Disputes application.,PE
70% of registered users will find a solution to their problem within 5 minutes of using the support site.,US
The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.,US
The interface will have a responsive design that adjusts the layout and content to fit various device types.,LF
Filling in optional fields Given the restaurant owner of a restaurant wants to fill in optional fields in the form When the restaurant owner provides restaurant description And menu And type of restaurant And picture of restaurant And mobile phone Then the restaurant owner has filled in optional fields in the form,FR
"The application will allow users to work on multiple items at the same time, with 95 percent of users saying they like the ability to work on multiple items at the same time.",US
The system will use analytic tools to anticipate and mitigate failures.,FT
The system will support various systems.,PO
The interface is going to have a minimalist design.,LF
"""Each Trusted Framework present on the card shall Enforce the Trusted Framework security rules for inter-application communication, including the rules, defined in appendix G,""",SE
The Look and Feel will incorporate aspects of the customer's organization such as logo branding and identity.,LF
All business rules specified in the Disputes System must be regularly reviewed and updated to ensure compliance with changing regulatory requirements.,L
"During server updates, the application needs to ensure continuity of service.",FT
Application shall be able to run on any major web browser without any additional installation.,PO
The system may be slowed down or throttled to make sure everyone gets the service they need.,PE
Fault avoidance mechanism shall be implemented to prevent data inconsistencies due to concurrent access.,FT
The load acquirer needs to ensure that the issuer is the true owner of the card and in the case of an apparent failure of the load the load acquirer needs the card presented to authenticate the failure.,SE
A detailed history of every action that a user takes on a dispute case is required by the Disputes application.,L
The system can operate in a business office environment.,O
It suffices that such tools be available when needed.,SE
All business rules specified in the Disputes System are in line with the Merchant Operating Regulations.,L
"In case of server failures, the system shall ensure rapid recovery and continuity.",SC
"IBM WCS system shall be available for use 365 days a year, excluding holidays and weekends.",A
Defect reports shall be available to support teams on a 24x7 basis.,A
Interface with the company's human resource management (HRM) system for data synchronization.,O
Critical operations will never be interrupted by the product.,FT
Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,FR
The system needs to be compatible with the platform.,PO
The system will use high-resolution icons and graphics to make sure the display is crisp and clear.,LF
The product needs to include a few options.,LF
The interface shall have a 'favorites' feature that allows users to save and easily access their favorite games and players.,LF
Disputes application must comply with the guidelines set forth by the relevant industry associations regarding best practices for dispute resolution.,L
The system should be able to support zero-trust environments.,PO
The product should be easy to test.,MN
accessibility options for users with disabilities will be provided by the product.,US
"Users shall receive timely feedback, 80% of users surveyed report that the product accurately confirms their actions",US
"When a player is sent off, the product shall simulate the sound of a whistle blowing.",LF
The system will give handicap access.,US
Integration with data warehouses is supported by the system.,PO
The Freedom of Information Act requires all actions on user data to comply.,L
Users will be able to easily change their profile settings with the product.,US
seamless data transfers between redundant storage solutions will be supported by the software.,FT
The meeting scheduler system shall be able to select a participant as an important participant.,FR
"The total lead cycle time must be completed in 5 minutes for 90 percent of lead volume between the hours of 8AM and 8PM, and 3 minutes for 99% of lead volume during off business hours.",PE
"If there was an error here, then the unit failed to create a generic answer given a generic sentence. In this case, simply fallback to the error handling described in R4.4.2.1",FR
The application has to support seamless data migration to new server.,SC
The application will allow users to schedule and execute routine tasks without manual intervention.,O
Users shall be able to easily compare and contrast different options and features.,US
The application needs to be compatible with different file storage systems.,PO
On receipt of a valid (i.e. authorized) request for data stored in the CNG the CNG shall return the requested data to the requesting user.,SE
The Financial Records Management Act requires that all financial records be retained.,L
"Security certificates shall be issued and renewed on a regular basis, prior to the start of the maintenance window.",O
All environments shall be able to run the product without requiring any additional hardware or software components.,O
Integration with machine learning models should be possible with the application.,PO
Users can use the website whenever they please.,A
Return to List is available if the patient loaded is not correct.,FR
The search radius shall be between 1 and 30 miles,FR
The website should appeal to everyone.,LF
"10)Keeping PHI from Unauthorized Third Parties Unauthorized third parties may retrieve or even alter PHI in transit (e.g., by intercepting unencrypted transmission of data), in repositories (e.g., by ""hacking"" into database repositories), or in storage on secondary media (e.g., by obtaining unencrypted data backups or data archives).",SE
Recreation of inventory movement records for the period of previous 6 months shall take no more than 45 minutes.,PE
The feed of recycled parts data is provided by the Choice Parts System.,O
The overview screen will make it easy for users to get a quick snapshot of their progress.,US
The product can be accessed via a secure internet connection.,O
Real-time metrics to monitor fault tolerance will be provided by the system.,FT
There should be different data storage back ups.,PO
If the shot was marked as a hit the product shall allow the offensive player to define a shot.,FR
Users will be able to process large files in under 15 seconds.,PE
The software has to comply with the directive.,L
The system will support the distribution of workload to prevent exhaustion.,FT
"As the Business Owner, I want the Virtual Lifetime Electronic Record (VLER) Data Access Services (DAS) to log all requests or responses that it receives or sends in relation to the storage of an exam result status so that VLER DAS is in compliance with Department of Veterans Affairs (VA) system auditing requirements and can assist with troubleshooting.",SE
Customer portal shall be available for use between 8am-6pm M-F.,A
A GlobalPlatform card should support symmetric cryptography such as the Data Encryption Standard (DES) algorithm.,SE
The application needs to make sure that all data imports and exports are done in 10 minutes.,SC
The product will integrate with the customer relationship management systems.,O
The system will be compatible with multiple solutions.,PO
The system will allow for easy rollback of updates.,MN
The product has to support offline functions for intermittent network connections.,PO
The software is supposed to follow the guidelines of the framework.,L
The user will be able to quickly find what they are looking for.,PE
The product must meet the requirements of the Telecommunications Act.,L
The system will allow administrators to generate unique pre-paid pins in under two minutes.,PE
The system needs to be able to be used in automotive embedded systems.,PO
The system should be portable.,PO
Any mobile device with a web browser should be able to access this system.,PO
The system will be able to operate in cloud environments.,PO
The notification center will reduce the need for users to switch contexts and will be accessible in one accessible location.,LF
"Within 10 seconds, the system will process and display real-time analytics.",PE
All actions that involve a refund must be recorded in the case history.,L
The statement database provides the transaction details for the Disputes application.,O
90% of untrained realtors shall be able to install the product on their device without printed instructions,US
The system needs to be available for online transactions.,A
Product shall provide users with a history of all changes made to their account settings.,FT
"The product needs to make it easy for users to find help when they need it, with 90 percent of users able to do so.",US
"Projected images must be able to adapt to different lighting conditions, with clear visibility even in low-light environments.",US
Product shall be able to process 100% of inventory records for the next 10 years.,SC
"All users are registered and uniquely identified (c.f. Security Requirement 54 and Security Requirement 55) and all organisations connecting to EHRi are also identified and their access logged as appropriate (Security Requirement 43 Minimum Content of Audit Logs), but there is no essential need "" from a privacy or security viewpoint "" to identify systems, servers or applications.",SE
Product shall continue to operate if the database connection goes down.,FT
Product shall be available 99% of the time.,A
Real-time alert for system anomalies is what the application must provide.,FT
Defect reports shall be accessible to technical units on a 24x7 basis.,A
The product will give visual confirmation when the user adjusts settings.,LF
"After a 2-day training course, 100% of the cardmember and merchant service representatives will use the Disputes application.",US
All navigation menus must be clearly labeled and easily accessible from any part of the application.,US
The FTC has guidelines on endorsements and testimonials.,L
The system needs to be deployable on various platforms.,PO
A consistent button style is what the product will use.,LF
The system shall interface with the inventory management system once per week at 2 PM.,O
All business rules specified in the Claims Management shall be in compliance with the Truth in Lending Act.,L
The software needs to handle cross-origin resource sharing properly.,PO
The application will allow users to modify their profiles in a matter of seconds.,PE
"Furthermore, some health data protection legislation requires that health information custodians notify a patient or person if his or her information is stolen, lost, or accessed by unauthorized persons.38 The individual(s) responsible for facilitating an organisation's privacy compliance will be greatly assisted in determining when a potential ""unauthorized""access or disclosure of PHI has taken place if they are notified when an individual's consent directives are overridden.",SE
The system will be able to extend its function.,MN
A feedback form is required for the product.,LF
The application has to process financial transactions in 1 second.,PE
"50,000 concurrent file uploads is what the application will handle.",SC
85% of users need to set up their own alerts.,MN
The product will allow users to continue after a failure.,FT
The product has to support high-volume data processing.,O
The product needs to support backups.,MN
Changes made to the Manage My ID website can be adopted without altering the iOS application.,MN
"Every minute, the system will refresh pricing information.",PE
"The e-commerce platform must maintain a detailed history of every transaction that a user initiates, including payment processing and order fulfillment.",L
The product will ensure that database queries return results in 6 seconds.,PE
"Enable EHR-S security administrators to grant authorizations to users, for roles, and within contexts.",SE
The application will make sure that all of the fonts used are readable on different screen sizes and resolutions.,LF
The maximum wait time for navigating from one screen to another is no more than 5 seconds.,PE
The system will allow for quick updating of user profiles.,PE
The product has to support automated deployment.,MN
A user-friendly onboarding process shall be available for new users.,US
The software should work on Linux systems.,PO
The product will meet the requirements of the Foreign Account Tax Compliance Act.,L
Regular code reviews shall be conducted by experienced developers to ensure adherence to coding best practices.,MN
Contacts and appointments should be synchronized in an acceptable time.,PE
The system shall provide use of icons and toolbars.,US
The live chat response time will not be longer than 3 seconds.,PE
The product will make it easy to read the text on different screen sizes.,LF
All business rules shall be in compliance with the Truth in Lending Act.,L
Live chat will be available from 9am to 9pm daily.,A
"When a game is completed, the product shall simulate the sound of a crowd cheering and applauding.",LF
The system will give detailed reports of failures.,FT
A calendar feature is required for scheduling events.,O
Failure reports must be provided for post-mortem analysis.,FT
Up to 1 million active users will be protected by the product.,SC
The product can support up to 1 million daily transactions.,SC
Product shall allow entering storing and modifying product menus used by POS terminals.,FR
The system has to comply with the Consumer Product Safety Act.,L
The card issuer has to be able to adjust maximum balances to bring them in line with their policies.,L
Interface with the Choice Parts System at the same time every day.,O
User passwords will be stored in the database in an encrypted format.,SE
Compatibility with Mozilla Firefox 3.0 and above shall be maintained.,O
Build the search engine based on the search form and sites available,FR
Users must be able to easily share their results and insights with colleagues and stakeholders.,US
The system shall provide shopping cart during online purchase.,FR
The main menu contains a launcher to the Employee-finder-app.3.1.6,FR
Product shall be able to handle up to 1500 concurrent users during off-peak hours.,SC
All changes to the product architecture must be thoroughly reviewed and approved by all stakeholders before being implemented to ensure that the product remains maintainable and scalable.,MN
The overall accuracy is calculated by dividing total number of correct answers by the number of questions asked.,PE
"A portable system should be able to operate in a variety of environments, including different network configurations.",PO
Product shall adhere to the corporate accessibility guidelines for users with disabilities.,O
Any changes to the product's database schema must be thoroughly tested and validated by the database team before being implemented.,MN
"Within 2 days, the product can be installed in any operating environment.",O
All users shall have access to the product at any time of day.,A
An exception log of problems encountered within the product will be created and transmitted to our company for analysis and resolution.,FT
The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.,SE
PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,FR
The progress bar will show the completion status of the ongoing tasks.,LF
NPAC SMS shall default the number of allowable incorrect login attempts to 3.,SE
"When a team wins a championship, the product shall display a victory message with the team's logo and a congratulatory message.",LF
Integration with backup and recovery solutions is needed to protect against data loss.,O
